id,name
257,Raisa Maksimovna Gorbacheva
258,Bill Messing
259,J.C. Suares
260,David Elliot Cohen
261,Joan Didion
262,Francis Ford Coppola
263,J. C. Suares
264,Christopher Idone
265,Douglas Kirkland
266,Lesley Player
267,Kay Turner
268,Alan Clayson
269,Kyle Roderick
270,Rosemary Sullivan
271,Andre Picard
272,Leslie Bendaly
273,Bill Bishop
274,Walter Stewart
275,Ann Walker
276,Stephen Woodhams
277,William Dalrymple
278,Deborah McKinlay
279,Paul Hyland
280,Eric Newby
281,Brian Lowry
282,Wilfred Thesiger
283,Margaret Visser
284,Edmund J. Freedberg
285,Bill Schiller
286,Marjorie Harris
287,John Wiseman
288,Frank Mccourt
289,Jim Marrs
290,Charles Darwin
291,Rory Maclean
292,Joy Adamson
293,Alexander Dolgun
294,Boris Pasternak
295,C.K. Stead
296,Vitaliano Brancati
297,Hoeg Peter
298,Jonathan Raban
299,Patrick Dixon
300,Nick Page
301,Logan
302,Joseph Pearce
303,Richard Carlisle
304,Sheila McCullagh
305,Ginny Lapage
306,Nicholas Rowles
307,William Shakespeare
308,B. H Abbott
309,Peter Maunder
310,Ray Bradbury
311,Lynn Reid Banks
312,Ulyatt
313,K.R. Cripwell
314,Margery Morris
315,Jane Homeshaw
316,Viola Huggins
317,Brian Moynahan
318,Arthur Conan Doyle
319,Roland John
320,John Tully
321,Tina Hearne
322,R. A. N. Dixon
323,Michael Prichard
324,Alwyn Crawshaw
325,Ken March
326,Angela Gair
327,Laurence Wood
328,Antony Wild
329,Amelia Saint George
330,Rose Elliot
331,Sharon Finmark
332,John Lidzey
333,Peter Partington
334,Catherine E. Love
335,B. T. S. Atkins
336,Henry Lewis
337,Edward Geoffrey Parrinder
338,Moira Jones
339,"Henry H., Jr. Collins"
340,John Spencer
341,Mike Gonzalez
342,Collins
343,Not Applicable (Na )
344,Marjorie Blamey
345,Harper Collins
346,Gordon Riley
347,Rosalind Fitter
348,HarperCollins
349,Edwin Moore
350,Raymond Brown
351,Christopher Pass
352,David Martill
353,Diagram Group
354,Jim Flegg
355,Seamus Mac Mathuna
356,George Way
357,Deborah Gill
358,Jane Edie
359,Christopher F. Foss
360,Richard Overy
361,Leslie Dunkling
362,Tom Quinn
363,David Rendall
364,Carol P. Shaw
365,Richard Aboulafia
366,Harpercollins Uk
367,Patricia Ralston
368,C. M. Braysher
369,Oscar Wilde
370,Harpercollins
371,David Dorward
372,Annie Vallotton
373,Jacques Musset
374,Alistair Maclean
375,Holt Victoria
376,Richard Mason
377,Maclean Alistair
378,Catherine Gaskin
379,Hammond Innes
380,Helen MacInnes
381,Simone De Beauvoir
382,Stuart Cloete
383,Graham Winston
384,Bagley Desmond
385,Innes Hammond
386,Mary Danby
387,Macinnes Helen
388,MacInnes Helen
389,Derek Wilson
390,Jan Webster
391,Kyle Duncan
392,Stephen Donaldson
393,Charles Gidley
394,Alan Judd
395,R. Chetwynd-Hayes
396,Robert McCrum
397,Eric Ambler
398,Susan Moore
399,Owen Sela
400,Sarah Woodhouse
401,Vera Cowie
402,Polly Graham
403,Robert Don Hughes
404,Glen Petrie
405,David Fraser
406,Susan Elizabeth Phillips
407,Stephen Marley
408,Peter Turnbull
409,Audrey Howard
410,John Gordon Davis
411,Josef Telushkin
412,Mike Jefferies
413,Peter Essex
414,Barker Clive
415,Edwin Mullins
416,Alan Fenton
417,Connie Monk
418,Jim Shepard
419,Doris Davidson
420,Alastair MacNeill
421,Ian St James Awards
422,Anne Rivers Siddons
423,Antony Swithin
424,Callison
425,Lyman Coleman
426,John Joseph Powell
427,Elizabeth Goudge
428,Gerald Priestland
429,Jean-Pierre de Caussade
430,Maggie Durran
431,Bernard
432,Edmund Wilson
433,Anna
434,Meister Eckhart
435,C. S Lewis
436,Mother Teresa of Calcutta
437,Anthony De Mello
438,Adrian Plass
439,Ann Richardson
440,Richard Surman
441,Philip Crowe
442,Terry Lovell
443,Liz Barr
444,George Barnarnos
445,Jonathan A. Romain
446,Thora Hird
447,Gerard Manley Hopkins
448,Emily Bronte
449,Helen Prejean
450,Samuel Taylor Coleridge
451,David Ford
452,Nigel Watts
453,Mary Craig
454,Lewis Cs
455,Peter Vardy
456,Jonathan Sacks
457,Roland Howard
458,Gerald S Hawkins
459,A. G Ford
460,Thomas Townley MacAn
461,John Harvey
462,J. P Kenyon
463,Roger Fulford
464,Augustus Daniel Imms
465,Sheila Kitzinger
466,Anthony Summers
467,Jack Dominian
468,R.J. Minney
469,Ainslie Meares
470,John Barnes
471,Terence Brown
472,Geoffrey Parker
473,Vera Brittain
474,Tim Pat Coogan
475,Ludovic Kennedy
476,Paul Bailey
477,Susie Orbach
478,Richard Mackarness
479,Jocelyn Clarke
480,Betty Edwards
481,Harry Cole
482,Peter Kurth
483,Tom Vernon
484,Lillian B. Rubin
485,Penelope Leach
486,Alan T. Graham
487,Christine Marion Fraser
488,Libby Purves
489,Tom Steel
490,Kenneth Williams
491,Joan Jonker
492,Jerry Rhodes
493,Posy Simmonds
494,Auberon Waugh
495,Frances Edmonds
496,Marcus Sieff
497,Martyn Forrester
498,Jeffrey Robinson
499,John Harvey Jones
500,Hedrick-Smith
501,John Prebble
502,Chet Flippo
503,Christina Noble
504,Mark McCormack
505,Elliot Rose
506,Patrick French
507,Jean Alexander
508,Maureen Lipman
509,Katie Hickman
510,Lord Hailsham of Marylebone
511,Wayne Gretzky
512,Heather Brazier
513,William Shatner
514,General Sir Peter Billiere
515,Gordon Brook-Shepherd
516,Des MacHale
517,Susan Wels
518,Robert A. F. Thurman
519,Henry Beard
520,David V Canter
521,Alice Rawsthorn
522,John Baxter
523,Cathy Hopkins
524,Stephen Taylor
525,Christopher Dewdney
526,Richard Croft
527,Murray Baker
528,Alistair Davidson
529,Kim Zarzour
530,Yves Lavigne
531,Robin Sharma
532,Peter Dalglish
533,Cecil Foster
534,Sid Marty
535,Eric Walters
536,Sharlene Azam
537,J. L. Granatstein
538,Ruth Teichroeb
539,Kate Fillion
540,Kenji Kawakami
541,Philip Marsden
542,Jenny Simpson
543,Sarah Ford
544,Fiona Gilmore
545,Arthur G. Slade
546,Rob Payne
547,Sally Beauman
548,Kenneth Oppel
549,Natale Ghent
550,Maisie Mosco
551,Barbara Erskine
552,Margaret Fishback Powers
553,Janice Kulyk Keefer
554,Linda Svendsen
555,Peter Mcgehee
556,Ayanna Black
557,Evelyn Lau
558,Catherine Bush
559,Gordon Stevens
560,Robert Ludlum
561,David Williams
562,Karleen Bradford
563,Margaret Gibson
564,Jane Welch
565,Cordelia Strube
566,Andrew Pyper
567,Monica Hughes
568,Bharati Mukherjee
569,Barbara Delinsky
570,David Bergen
571,Gail Hamilton
572,Brian Aldiss
573,Alison Spedding
574,Matthew Thomas
575,Stephen Walker
576,Norma Curtis
577,James Cameron
578,Collins Publishers
579,Charles Schulz
580,Jonathan Aycliffe
581,Ingrid Noll
582,Michael Pearce
583,Jean Plaidy
584,Daniel Easterman
585,Simon Barnes
586,Nick Nielsen
587,Furst
588,Elizabeth Harris
589,Lauren Wells
590,Alan Furst
591,Robert Wilson
592,Isabel Wolff
593,Robert Silverberg
594,Michael Marsh Smith
595,Sue Welfare
596,Harry Bingham
597,Jamie Holland
598,Dawn Anderson
599,Martina Devlin
600,Sharon Maas
601,Trevor Phillips
602,John Pearson
603,Oliver August
604,Wendy Holden
605,Richard Holmes
606,Christopher Sandford
607,Michael Moorcock
608,Theodore Zeldin
609,Michael Frayn
610,Jennifer Johnston
611,Andre Brink
612,Margarite Duras
613,Andrew Harvey
614,Joan Wyndham
615,Andrea Dworkin
616,Paul Pickering
617,James Rogers
618,Patricia Ferguson
619,Susan Barrett
620,Adel Garcia Morales
621,Stephanie Conybeare
622,Fritjof Capra
623,Adam Zameenzad
624,Peter Hudson
625,Josephine Humphreys
626,Christopher Osborn
627,Jane Smiley
628,Philip Glazebrook
629,Alice Thomas Ellis
630,Maureen Duffy
631,Doris May Lessing
632,Ursula K. Le Guin
633,Leon Dexter
634,E Annie Proulx
635,Charlotte DuCann
636,Mary Russell
637,Kate Oriordan
638,Peter Hoeg
639,Jim Harrison
640,Suzannah Dunn
641,Doris Lessing
642,Nien Cheng
643,Brian Moore
644,Paullina Simons
645,J G Ballard
646,Heinrich Harrer
647,Peter Hedges
648,Johnjoe McFadden
649,Robert Carver
650,Georgia De Chamberet
651,Vanessa Jones
652,Lisl Weil
653,Quentin Blake
654,Bob Graham
655,Elizabeth Laird
656,Libby Butterworth
657,Donni Carter
658,Jan Mark
659,Tony Bradman
660,Kenneth Grahame
661,Beverley Nichols
662,A. Lloyd
663,Lloyd Alexander
664,Jan Needle
665,C S Lewis
666,Alison Fell
667,Joan G. Robinson
668,Toeckey Jones
669,Francine Pascal
670,Hunter Davies
671,Adele Geras
672,Willis Hall
673,Janni Howker
674,Rosemary Stones
675,Will Gatti
676,Mick Gowar
677,Louise Lawrence
678,Peter Carter
679,John Binfield
680,Cynthia Voight
681,Pete Johnson
682,Anthony Horowitz
683,Josephine Haworth
684,Ann Jungman
685,Vivian French
686,Joyce Stranger
687,Brough Girling
688,Linda Newbery
689,Susan Price
690,Stephen Elboz
691,Cynthia Blair
692,M.C. Summer
693,Jahnna N. Malcolm
694,Michael Morpurgo
695,Zoe Daniels
696,Narinder Dhami
697,Keith Miles
698,Ellen Steiber
699,Mel Sparke
700,Annie Dalton
701,Paul Kennedy
702,Calton Younger
703,Alan Bullock
704,James Walvin
705,C. R Badcock
706,Elinor Brent-Dyer
707,Nick West
708,Hal Danby
709,KEENE Caroly
710,Franklin W. Dixon
711,Sean Richards
712,William Arden
713,Albert Murfy
714,Ann Pilling
715,Lois McCoy
716,Frances Hodgson Burnett
717,Elinor M. Brent-Dyer
718,J.H. Brennan
719,Frances K. Judd
720,Enid Blyton
721,J. H. Brennan
722,Elyne Mitchell
723,Pamela Oldfield
724,Stephen Babley
725,Jonathan Clements
726,Susan Coolidge
727,Linda Newberry
728,Jacqueline Wilson
729,Virginia Cowles
730,Patricia Leitch
731,Bruce Coville
732,Gael Lindenfield
733,Carole Gaskell
734,Agnes Desarthe
735,Dalai Lama
736,Lyn Weller
737,Francis Pryor
738,Frank DeLaney
739,Veronika Schnorr
740,Gilly Sergiev
741,Nerys Dee
742,Judy Hall
743,Evelyne Donaldson
744,Vivianne Crowley
745,Emma Restall Orr
746,Deike Begg
747,Ronald Bonewitz
748,Fiona Horne
749,Ben Nimmo
750,Christy Campbell
751,Kate West
752,Rob Grant
753,Lavinia Greenlaw
754,Richard Littlejohn
755,Terry Waite
756,Charlotte Hardman
757,Tom McGregor
758,Robert Lacey
759,Anita Roddick
760,Matthew Paris
761,Getmapping.Com
762,Steve Barlow
763,Alan Sillitoe
764,Billy Roberts
765,Penny Culliford
766,Martine Batchelor
767,Pamela Stephenson
768,John Foster
769,Derek Ratcliffe
770,Lars Svensson
771,Oystein Lonn
772,Mark Richards
773,Paolo Di Canio
774,Jude Fisher
775,Lillian Too
776,Matt Groening
777,Christina Feldman
778,James Runcie
779,Anita Anderson
780,Marian Green
781,Maryam Mafi
782,Chris Manby
783,Adam Yates
784,Leah Leneman
785,R.L. Stine
786,Wensley Clarkson
787,Neil Hodgson
788,Murray Walker
789,Deborah Cadbury
790,Jenny Colgan
791,Charles Butler
792,Gavin Weightman
793,Michael Vernon
794,Lindsay Clarke
795,John Harris
796,Sara Banerji
797,Llana Dannheisser
798,Stephen Cross
799,Joanna Hall
800,Stuart Harrison
801,Patrick Ness
802,A. T. Mann
803,Carol Shields
804,Kate Jennings
805,Preethi Nair
806,Getmapping
807,Teri King
808,Hugo Hamilton
809,Will Chignell
810,Cintra Wilson
811,Eddie Izzard
812,Mark Merlis
813,David Flusfeder
814,John F. Demartini
815,Bstan-Dzin-Rgya-Mtsho
816,Rachel Cusk
817,Osho
818,Pete McCarthy
819,Nikki Gemmell
820,Anonymous
821,Josh Baran
822,Adam Thirlwell
823,Lia Leendertz
824,Clive Barrett
825,Robin Robertson
826,Eleanor McKenzie
827,Gemma Fox
828,Nic Rowley
829,Tara Fraser
830,Pierre Jean Cousin
831,Marcus Braybrooke
832,Richard Waterstone
833,Tony Allan
834,Irwin Blacker
835,William B. Welling
836,W. Ben  Hunt
837,Benjamin Franklin
838,Matthias Schmidt
839,Gary Blake
840,Seymour Diamond
841,Josephine Tey
842,Bob Callahan
843,Marjorie Winn. Ford
844,Harold McGee
845,Paulette Mitchell
846,Lyn Stallworth
847,Andrew A. Rooney
848,Michael  Smith
849,MacMillan Publishing Editors
850,"Robert Willoughby, Comp. Corrigan"
851,Roland Flamini
852,Lehman Engel
853,Rich Hall
854,Joseph Hone
855,Jim Becker
856,Luigi Giorgio Barzini
857,Peter Megargee  Brown
858,D. P.  Simpson
859,John Dewey
860,J. H.  Douglas
861,Brian  Dutton
862,Harry Mathews
863,Roger Lewin
864,Caryl Phillips
865,Margaret Shertzer
866,Margaret Shepherd
867,Brian W. Aldiss
868,Brian Wilson Aldiss
869,Isaac Asimov
870,Ann Beattie
871,Kirill Bulychev
872,Italo Calvino
873,John Dickson Carr
874,Carr
875,John D. Carr
876,Emmanuel Carrere
877,Robert Coover
878,"Arthur Conan, Sir Doyle"
879,Nancy Ellison
880,Mikhail Emtsev
881,F. Scott Fitzgerald
882,Douglas Southall Freeman
883,Joseph F Girzone
884,Joseph F. Girzone
885,Joseph Girzone
886,John Thomson
887,Phyllis Hobe
888,Langston Hughes
889,Jeanne Jones
890,Franz Kafka
891,Ring Lardner
892,Primo Levi
893,Earle Labor
894,Richard Llewellyn
895,Richard Llewelyn
896,Thomas Malory
897,Abraham Merritt
898,A. Merritt
899,Richard Monaco
900,Cathie Pelletier
901,Marjorie Kinnan Rawlings
902,Joyce Rebeta-Burditt
903,H.-C.  Sasse
904,Clifford D. Simak
905,Thomas J Ryan
906,Arthur Upfield
907,James Trefil
908,Vogt Van vogt
909,Edith Wharton
910,Bradford Angier
911,Richard Bausch
912,David K. Barnhart
913,Harlan Ellison
914,Charles Harrington Elster
915,Raymond Keene
916,Paul Henissart
917,Robert Geline
918,I. A. Horowitz
919,Sybil. Leek
920,Nicholas Luard
921,Bj̦n  Kjellstr̦m
922,Raymond Mungo
923,Don Novello
924,Steven I. Subotnick
925,Earl Weaver
926,Joseph L. Reichler
927,Margaret Elward
928,Mark Singer
929,Ralph Novak
930,Walter Tevis
931,David Rains Wallace
932,John Brunner
933,Jerry Baker
934,Frederick Barthelme
935,Jim  Bouton
936,Sheldon H.  Cherry
937,Peter Cheyney
938,Jim Crace
939,Basil Davidson
940,David Day
941,Philip K. Dick
942,M. F. K.  Fisher
943,Beverly  Flanigan
944,Ernest Hemingway
945,Anthony Holden
946,Walter Laqueur
947,John Marszalek
948,Mark Mathabane
949,Harold J. Mcgee
950,Amy Bess Williams Miller
951,Edgar Pangborn
952,Miriam Polunin
953,Stephen M. Pollan
954,Melissa Pritchard
955,Annie Proulx
956,John D. Rapoport
957,Ira A. Robbins
958,Albert Speer
959,Paul Watkins
960,Paul West
961,Virginia cary Hudson
962,Steve Moore
963,Deanne Stillman
964,John Lee
965,Jack Williamson
966,Vic Ziegel
967,Louisa May Alcott
968,Horatio Alger
969,Avi
970,Patti Jean Birosik
971,Helen Albee Monsell
972,Augusta Stevenson
973,Sue Guthridge
974,Marie Hammontree
975,Carol Ryrie Brink
976,Katharine Wilkie
977,Dharathula H. Millender
978,"Jr., Guernsey Van Riper"
979,Jean Brown Wagoner
980,Susan Cooper
981,Morris L. Cohen
982,Padraic Colum
983,Lewis Carroll
984,John Christopher
985,Beth Cruise
986,Dougal Dixon
987,Rachel Field
988,Berta Hader
989,Lynn Hall
990,Virginia Hamilton
991,Pat Hutchins
992,Diana Wynne Jones
993,Ezra Jack Keats
994,E. L. Konigsburg
995,Eric P Kelly
996,Sonia Levitin
997,Mary E. Lyons
998,John  MacDonald
999,Robert C. O'Brien
1000,Patricia O'Brien
1001,John Miller
1002,Willo Davis Roberts
1003,David R. Slavitt
1004,Armstrong Sperry
1005,Elizabeth Tallent
1006,Arthur Plotnik
1007,John Baille
1008,Benvenuti
1009,Sigmund Freud
1010,Peter Handke
1011,Ehud Havazelet
1012,Nathaniel Hawthorne
1013,Earnest Heminway
1014,Alan Paton
1015,Lewis Thomas
1016,Henry David Thoreau
1017,Horace Walpole
1018,"Edith, Wharton"
1019,William Butler Yeats
1020,Beryl Bender Birch
1021,Elisabeth Kubler-Ross
1022,Doreen Russo
1023,Marie-Luise Kreuter
1024,Richard Mbey
1025,Alan Bessette
1026,Mortimer J. Adler
1027,Patricia Crawford
1028,Will Hobbs
1029,Randall Jarrell
1030,Mark Strand
1031,David Lehman
1032,Louise Gluck
1033,Edgar Lee Masters
1034,Edwin A. Robinson
1035,Susan Fromberg Schaeffer
1036,C. Hampden-Turner
1037,Alexander Lowen
1038,Louisa E. Rhine
1039,Isolina Ricci
1040,Theodore isaac Rubin
1041,Theodore Isaac Rubin
1042,Louise Edeiken
1043,Susie Bright
1044,Curtis W Casewit
1045,Michel Levieux
1046,Arthur Bryson Gerrard
1047,P. J. T. Glendening
1048,Curtis Adler
1049,Lilias M. Folan
1050,Carl Jones
1051,"Alexis, Prince Obolensky"
1052,Nate Perlmutter
1053,Leslie G. Pine
1054,E. Annie Proulx
1055,Robert Arnold Raines
1056,Cornelia Ravenal
1057,Henryk Sienkiewicz
1058,David  Steinman
1059,Valerie Smith
1060,Dietrich Bonhoeffer
1061,Madeleine L'Engle
1062,Andrew M. Greeley
1063,"John, Ed. Hick"
1064,Beverly James
1065,John Bertram Phillips
1066,J.B. Phillips
1067,Kubler Elisabeth Ross
1068,Ros Kubler-ross
1069,Rabindranath Tagore
1070,Lawrence Leshan
1071,"James G, Sr. Fraser"
1072,Ashley Montagu
1073,Carolyn Niethammer
1074,James S. Trefil
1075,Marilyn J. Appleberg
1076,William F Buckley
1077,Carl B. Smith
1078,F Clark
1079,Gardner Ackley
1080,Alexander W Allison
1081,David G. Armstrong
1082,Ronald M Atlas
1083,Roland Bainton
1084,Carol M. Barnum
1085,Raymond A. Barnett
1086,Lewis White Beck
1087,Xenophon
1088,Theodore F. Bogart
1089,Nancy Mason Bradbury
1090,Norman O. Brown
1091,Roger H. Bruning
1092,Martin Buber
1093,Denise Lardner Carmody
1094,Gregg Lee Carter
1095,F. J. Church
1096,Adrian Collins
1097,John C Condon
1098,Irving M Copi
1099,Francis M. Cornford
1100,William Coyle
1101,Susan Day
1102,Richard T. De George
1103,Denevi
1104,Frederick Mathewson Denny
1105,Edward W Donovan
1106,Robert S Erikson
1107,Joel R Evans
1108,Caroline Schrodes
1109,John Milton
1110,Thomas L. Floyd
1111,Toby Fulwiler
1112,Robert Leone Gibson
1113,James A. Gould
1114,Richard H. Green
1115,Thomas V Greer
1116,Norman E. Gronlund
1117,Stanley E. Gunstream
1118,Larry A. Harris
1119,Robert Heinich
1120,T. W. Higginson
1121,C. Hugh Holman
1122,J. Harold Janis
1123,Plato
1124,Donald Kagan
1125,Louis J. Karmel
1126,Mary Kefgen
1127,Donald F. Kettl
1128,F. T. Kiley
1129,Michael S. Kimmel
1130,Charles F Keyes
1131,John M. Koller
1132,Laurence J. Lafleur
1133,Rena B. Lewis
1134,Viktor Lowenfeld
1135,Frederick K. Lutgens
1136,Frank B. May
1137,George L McMichael
1138,Michael Merchant
1139,Judith Nadell
1140,John Boyer Noss
1141,Frank A. Nugent
1142,Paul C. Nutt
1143,Karen O'Connor
1144,Martin Ostwald
1145,Kenneth W. Houp
1146,Ralph H Petrucci
1147,Burton F. Porter
1148,Carl R. Rogers
1149,Derek Rowntree
1150,Roberta Rubenstein
1151,Roberts Rugh
1152,James M. Rubenstein
1153,Norbert O Schedler
1154,Duane P. Schultz
1155,Carol Seefeldt
1156,William M. Setek
1157,Dorothy U. Seyler
1158,Kelly G. Shaver
1159,Currin V. Shields
1160,Caroline Shrodes
1161,Grace Shugart
1162,B. F. Skinner
1163,William Strunk Jr.
1164,William Jr. Strunk
1165,Patricia Terry
1166,Keith Thomas
1167,Craig R. Thompson
1168,Ronald W. Toseland
1169,Mary Jo Weale
1170,Max Weber
1171,Virgil
1172,Brian Wilkie
1173,Ludwig Wittgenstein
1174,James K. Bell
1175,Kenneth W Houp
1176,Leslie Linsley
1177,Lorraine Bodger
1178,Colleciton Vanessa-Ann
1179,Jim Antoniou
1180,Richard Bach
1181,Stephen Baker
1182,Jeff Ball
1183,Noel Barber
1184,Judith Barrett
1185,Stephen P. Barry
1186,Ann Bonar
1187,Denis Brian
1188,John Brookes
1189,Kenneth T. Brown
1190,Dee Brown
1191,Harry Browne
1192,Karen Osney Brownstein
1193,Traphes Bryant
1194,Robert N. Buck
1195,Lolah. Burford
1196,Barbara Bush
1197,Ramsey Campbell
1198,Robert P Crease
1199,Denis  Girard
1200,Harold T.  Betteridge
1201,Peter. Chew
1202,F. Wilhelm Christians
1203,Winston Churchill
1204,Arthur Charles Clarke
1205,Quentin Crisp
1206,Stevie Daniels
1207,Margaret Truman
1208,Michael Disney
1209,Barbara Edelstein
1210,Ralph Emery
1211,John Feinstein
1212,Ron Fimrite
1213,William  C. Fuller
1214,Ernest Kellogg Gann
1215,James Finn Garner
1216,Bill Geist
1217,Carol Gelles
1218,Louis Genevie
1219,Fred Gettings
1220,Norman Golb
1221,Gloria Goldreich
1222,Richard Goldstein
1223,Ron Goulart
1224,Douglas H. Gresham
1225,Max Gunther
1226,Alexander M. Haig
1227,Uta  Hagen
1228,Jean Harris
1229,Edwin Hartrich
1230,Michael Hartland
1231,Odette Chatham-Baker
1232,Shere Hite
1233,Sylvia Balser Hirsch
1234,Jerry Hopkins
1235,Jeanne  Jones
1236,Pete Rose
1237,Rita Kashner
1238,Tabitha King
1239,Stephen King
1240,Sherwood Kiraly
1241,"Arnold, Md. Klein"
1242,Genevi̬ve Laporte
1243,Emma Lathen
1244,Alfred Allan Lewis
1245,Adrian Lister
1246,R. McNeill Alexander
1247,Donald E McQuinn
1248,Judith H. McQuown
1249,James A. Michener
1250,Don Ethan Miller
1251,Annette Motley
1252,Walter F. Murphy
1253,Carl A.  Nelson
1254,"Alan E., Md. Nourse"
1255,Jane O'Reilly
1256,Michael Parfit
1257,Scott Peck
1258,Terry Pluto
1259,Gary Wiren
1260,Stefania Perring
1261,Ayn Rand
