book_id,count
71262,61
78511,61
66992,61
70077,61
70902,61
100125,61
71098,61
109007,61
109169,61
109067,60
4860,60
148881,60
64196,60
96957,60
71186,60
38951,60
99915,60
16399,60
118171,60
175325,60
45142,60
38727,59
143909,59
157524,59
44085,59
158469,59
81578,59
34511,59
4147,59
70327,59
137066,59
17564,59
190903,59
38744,59
38743,59
82831,59
129773,58
75048,58
70303,58
100374,58
157410,58
92064,58
78599,58
132784,58
217112,58
99392,58
4014,57
150919,57
45392,57
38925,57
118310,57
140843,57
92433,57
63371,57
157525,57
12042,57
70078,57
70715,57
87283,57
33198,57
121222,56
236651,56
87121,56
92984,56
118409,56
34038,56
104462,56
44166,56
132974,56
231023,56
61583,56
138797,56
61958,55
93764,55
97055,55
70157,55
61272,55
45730,55
93684,55
141502,55
97058,55
144904,55
140392,54
222746,54
118606,54
61737,54
71123,54
118643,54
118647,54
230951,54
87200,54
69158,54
173615,54
99498,54
71206,54
8466,54
70799,54
83229,54
157482,53
84770,53
23494,53
38645,53
132302,53
116132,53
122259,53
103611,53
7191,53
147894,53
3504,53
67231,53
38745,53
114053,53
90299,52
148850,52
115888,52
7572,52
82406,52
38135,52
122083,52
230886,52
100922,52
33197,52
122258,52
37240,52
139211,52
96964,52
45964,52
20857,52
94108,52
62372,52
109123,52
118835,52
7102,52
141501,51
151743,51
62041,51
205893,51
217174,51
158423,51
17097,51
100848,51
133633,51
69838,51
95511,51
159218,51
37350,51
93886,51
69699,51
222568,51
23448,51
159424,51
109210,51
144541,50
62721,50
109207,50
92797,50
109200,50
98283,50
104346,50
71050,50
64777,50
157752,50
142217,50
166091,50
132109,50
93989,50
94266,50
44564,50
122284,50
45856,50
176429,50
237842,50
148497,50
70158,50
87099,50
38978,50
82604,49
45983,49
141504,49
64422,49
92920,49
158914,49
61681,49
78390,49
19365,49
100958,49
97146,49
15291,49
71013,49
99673,49
134397,49
173648,49
45140,48
217140,48
80604,48
121678,48
81014,48
11533,48
98224,48
45472,48
132783,48
82752,48
198738,48
191001,48
78352,48
103822,48
114010,48
37707,48
100011,47
38082,47
119016,47
78524,47
100224,47
23109,47
101126,47
81233,47
222589,47
190904,47
144907,47
97056,47
97057,47
81417,47
37379,47
81607,47
140566,47
217142,47
52700,46
33135,46
118325,46
121985,46
60910,46
143947,46
150923,46
104267,46
38962,46
116133,46
93633,46
132782,45
4534,45
78221,45
93601,45
232283,45
81045,45
61267,45
86378,45
71091,45
45131,45
174962,45
80902,45
89557,45
99181,45
157934,45
93184,45
52682,45
8983,45
230804,45
97145,45
82332,45
93911,44
44937,44
46036,44
61286,44
145150,44
141935,44
38646,44
38085,44
17882,44
143882,44
121694,44
99672,44
157481,44
43789,44
94060,44
170353,44
61521,44
159283,43
122027,43
144202,43
121915,43
86927,43
70155,43
93824,43
82671,43
61688,43
148496,43
119173,43
93530,43
130259,43
175343,43
150804,43
81140,43
100053,43
170804,43
45357,42
94341,42
33196,42
81204,42
94102,42
121504,42
78285,42
101066,42
69612,42
70500,42
116002,42
38950,42
11993,42
71244,42
92377,42
116130,42
89186,42
70378,42
78340,42
7467,42
60085,42
134025,42
44128,42
132489,42
100293,42
92268,42
93473,42
100292,42
176353,42
81676,42
44189,42
52669,42
222194,42
81109,41
65860,41
37438,41
99483,41
38644,41
7442,41
121083,41
93151,41
144441,41
98922,41
87766,41
182222,41
92240,41
45166,41
93732,41
40120,41
69418,41
71184,41
33440,41
61302,41
806,41
101008,41
101203,41
82639,41
38746,41
81127,41
8001,41
81776,41
133384,41
121458,40
92178,40
60293,40
67000,40
113885,40
86728,40
7312,40
82960,40
176451,40
32590,40
180029,40
99698,40
159442,40
143669,40
4706,40
61979,40
132975,40
31906,40
21210,40
70346,40
93052,40
101260,40
203252,40
93109,40
109100,40
93111,40
136641,40
88503,40
205923,40
122004,40
81825,40
158560,40
69744,40
82711,40
104406,40
122125,40
82830,39
104333,39
87281,39
86281,39
122295,39
38738,39
93997,39
44865,39
115926,39
38941,39
166251,39
43639,39
62536,39
62091,39
113130,39
99130,39
81290,39
100375,39
84847,39
230974,39
70937,39
64919,39
71101,39
119029,39
45678,39
93243,39
68583,39
93988,39
145641,39
130258,39
32550,39
108703,39
70702,39
38648,39
98828,39
45141,39
130442,38
53961,38
133588,38
166072,38
148674,38
17140,38
117563,38
219312,38
93793,38
94218,38
145298,38
93538,38
99569,38
95428,38
32894,38
11317,38
99237,38
42720,38
132144,38
100346,38
37352,38
81853,38
121592,38
258729,38
71103,38
94139,38
175339,38
157773,38
131073,38
93844,38
45323,38
109185,38
246322,37
82307,37
139601,37
23252,37
11999,37
144768,37
37314,37
166020,37
121081,37
37184,37
21448,37
7136,37
93259,37
158921,37
157762,37
82884,37
69903,37
122384,37
38748,37
119977,37
133022,37
205868,37
148752,37
89364,36
175047,36
181725,36
82191,36
141500,36
72352,36
114014,36
44777,36
8494,36
190905,36
121016,36
38732,36
122331,36
82893,36
67196,36
142129,36
166147,36
38894,36
44939,36
145808,36
78441,36
122260,36
18281,36
122606,36
44563,36
121223,36
133801,36
108922,36
82720,36
256642,36
141939,36
103769,36
21381,35
46245,35
70686,35
175275,35
81188,35
104205,35
3237,35
117748,35
122545,35
82759,35
239601,35
85531,35
45055,35
254703,35
13594,35
87759,35
87287,35
83092,35
21999,35
46449,35
226517,35
108642,35
128234,35
60431,35
7449,35
92090,35
133843,35
62982,35
108667,34
38747,34
87630,34
71236,34
145502,34
122420,34
4228,34
147042,34
8485,34
38047,34
99605,34
133593,34
131885,34
46070,34
35961,34
30125,34
93331,34
117898,34
121133,34
99412,34
131180,34
44066,34
39530,34
87671,34
114042,34
5676,34
45694,34
3172,34
112931,34
100349,34
85599,34
44604,34
67101,34
108865,34
253748,34
2096,33
56546,33
70302,33
81350,33
179732,33
71074,33
43273,33
118680,33
131825,33
159665,33
165987,33
52701,33
133505,33
109023,33
38937,33
62321,33
82987,33
87261,33
147979,33
17231,33
83230,33
23058,33
56509,33
98204,33
100348,33
96303,33
85380,33
113045,33
175853,33
93158,33
113150,33
122225,33
61311,33
19567,33
82482,33
81196,33
138571,33
7522,33
138574,33
31078,33
80749,33
143402,32
37148,32
158937,32
166003,32
71049,32
93185,32
96724,32
70811,32
93978,32
89238,32
95512,32
133632,32
121645,32
133688,32
69340,32
83181,32
56528,32
45687,32
61747,32
71231,32
10356,32
109699,32
129709,32
93550,32
253039,32
94409,32
72404,32
62049,32
93996,32
38942,32
38949,32
197974,32
81386,32
46038,32
44842,32
197666,32
147508,32
148498,32
138823,32
81441,32
74950,32
133587,32
94380,32
63171,32
147155,32
45352,32
90797,32
98218,32
100621,32
78479,32
144224,32
42347,32
62254,32
37353,31
37150,31
143806,31
170414,31
79344,31
119663,31
108997,31
10355,31
87599,31
6623,31
135915,31
122184,31
82892,31
87342,31
95391,31
94063,31
44755,31
118546,31
86961,31
93976,31
72222,31
122003,31
108729,31
33656,31
121771,31
121625,31
66817,31
147911,31
109069,31
190914,31
121578,31
190915,31
86247,31
119890,31
61111,31
121586,31
64805,31
15286,31
121821,31
140136,31
82007,31
143832,31
122548,31
5734,30
81159,30
86720,30
7032,30
11534,30
82085,30
121914,30
5075,30
93117,30
125008,30
144795,30
138220,30
93955,30
93975,30
88649,30
46169,30
94296,30
43034,30
93995,30
230925,30
165714,30
99609,30
170431,30
23083,30
121772,30
87066,30
116179,30
115961,30
83116,30
93588,30
139542,30
253008,30
147133,30
93518,30
97012,30
166262,30
93472,30
140082,30
174890,30
100597,30
7628,30
43790,30
118538,30
175999,30
78075,30
19825,30
6818,30
108149,30
45062,30
11250,30
78404,30
81312,30
133476,30
157007,30
108744,30
78099,30
133412,30
43690,30
91331,30
132040,30
91795,30
143546,29
86925,29
108715,29
108585,29
90567,29
21518,29
108320,29
4807,29
231011,29
70051,29
67456,29
108062,29
97248,29
122330,29
89396,29
122107,29
121039,29
89431,29
78134,29
86346,29
87852,29
138297,29
133056,29
89502,29
133690,29
133634,29
62339,29
230748,29
102902,29
148781,29
10386,29
144537,29
108778,29
142083,29
118017,29
132000,29
99787,29
99640,29
45646,29
170370,29
118235,29
219120,29
11426,29
42405,29
162630,29
45860,29
81673,29
82231,29
93919,29
37020,29
165971,29
82256,29
140412,29
114066,29
170731,29
8449,29
122989,29
15426,29
99411,29
109142,29
45015,29
118797,29
132575,29
1472,29
81504,29
141542,29
109138,29
93687,29
81334,28
16670,28
66735,28
108253,28
121140,28
60854,28
45132,28
190906,28
93276,28
133413,28
145099,28
108515,28
78167,28
180743,28
81694,28
56462,28
63717,28
81672,28
100021,28
194256,28
175265,28
118497,28
144223,28
63009,28
81737,28
43258,28
122132,28
61915,28
140758,28
9007,28
81150,28
21426,28
45322,28
93878,28
116078,28
101301,28
170202,28
146335,28
82682,28
46111,28
129959,28
87341,28
36927,28
10294,28
71164,28
116075,28
82760,28
82666,28
46002,28
80983,28
36257,28
82717,28
23100,28
116085,28
43398,27
100351,27
96142,27
158077,27
89471,27
78164,27
36329,27
43681,27
100364,27
109066,27
43303,27
43615,27
140022,27
69919,27
144195,27
46139,27
95775,27
3434,27
20582,27
81557,27
11995,27
133478,27
190907,27
118742,27
83075,27
86033,27
87111,27
60960,27
31964,27
81369,27
61238,27
122273,27
118541,27
44709,27
62639,27
108609,27
78325,27
46142,27
15779,27
46141,27
95437,27
89733,27
11249,27
94084,27
78259,27
157133,27
23522,27
181828,27
104325,27
119321,27
119261,27
1111,27
66332,27
182990,27
39553,27
183044,27
87729,27
117777,27
166011,27
8332,27
69401,27
218994,27
140351,27
157771,27
231027,27
45905,27
114555,27
121623,27
247131,27
11452,27
86923,27
87301,27
77291,27
45715,27
81940,26
121769,26
136145,26
82832,26
44835,26
170773,26
7620,26
150918,26
87631,26
144461,26
81442,26
38750,26
15629,26
121450,26
64355,26
133906,26
116144,26
70864,26
69708,26
170613,26
20589,26
121621,26
23092,26
145678,26
198998,26
159171,26
135950,26
12234,26
44565,26
108251,26
67462,26
119891,26
131770,26
21866,26
140061,26
64572,26
86727,26
219283,26
44496,26
100350,26
86685,26
93809,26
93568,26
15985,26
93362,26
81944,26
222526,26
7655,26
63971,26
99796,26
36772,26
7639,26
147041,26
140021,26
92917,26
113098,26
165752,26
122026,26
109222,26
20929,26
129908,26
98730,26
96707,26
131554,26
100295,26
144809,26
81524,26
62270,26
147977,26
147363,26
95494,26
93937,26
131151,26
23262,26
98182,26
81777,26
80912,26
158705,26
119017,26
53798,26
108911,26
81175,26
188820,26
56481,26
158424,26
45865,26
91628,26
143291,26
108903,26
158323,26
56529,26
45680,26
119326,26
222598,25
69496,25
3248,25
178061,25
143151,25
246315,25
99020,25
8483,25
93345,25
69350,25
92227,25
102082,25
70469,25
131477,25
12026,25
82028,25
81869,25
69892,25
130260,25
44694,25
92349,25
69827,25
99429,25
100856,25
71060,25
9037,25
89849,25
17946,25
5110,25
170450,25
158582,25
78303,25
69976,25
119204,25
66157,25
81945,25
95381,25
11252,25
43987,25
71245,25
147364,25
114597,25
93120,25
19380,25
238503,25
89543,25
81006,25
60408,25
93888,25
86501,25
38814,25
82423,25
118658,25
82929,25
132164,25
189982,25
100352,25
182325,25
60223,25
210167,25
100373,25
181615,25
122356,25
159162,25
108682,25
99291,25
15289,25
60651,25
45139,25
10379,25
18060,25
122288,25
9025,25
93152,24
98598,24
82608,24
104454,24
133849,24
38021,24
36543,24
45414,24
18307,24
100904,24
107999,24
10246,24
180978,24
200611,24
89781,24
93150,24
67198,24
90062,24
81455,24
144125,24
158360,24
121298,24
219128,24
139401,24
190022,24
100980,24
137174,24
44134,24
136147,24
253324,24
11506,24
86921,24
86233,24
108724,24
38893,24
56547,24
175234,24
1297,24
121603,24
139108,24
4002,24
20238,24
98190,24
85417,24
122289,24
69460,24
109030,24
64641,24
67687,24
108646,24
100020,24
73826,24
222596,24
202192,24
122376,24
87319,24
102008,24
78319,24
137543,24
17965,24
196340,24
158218,24
252971,24
119956,24
189989,24
18214,24
18849,24
96318,24
10214,24
97046,24
118944,24
33453,24
81384,24
104193,24
70168,24
44950,24
5580,24
81092,24
108120,24
7575,24
90189,24
131548,24
7840,24
18123,24
119662,24
169764,24
109121,24
119892,24
179750,24
103652,24
109113,24
116666,24
78529,24
116136,24
45184,23
23163,23
108813,23
122375,23
78589,23
166249,23
217155,23
149002,23
114773,23
108264,23
85636,23
106410,23
218414,23
261691,23
81322,23
86882,23
80966,23
78565,23
89570,23
21067,23
104146,23
33689,23
16535,23
94841,23
87709,23
32011,23
121452,23
10176,23
222567,23
92906,23
67226,23
87106,23
92740,23
7347,23
99399,23
132604,23
7547,23
32239,23
145658,23
87080,23
144128,23
88878,23
121869,23
43417,23
87677,23
84909,23
238502,23
78460,23
87141,23
133119,23
33378,23
190916,23
17653,23
189976,23
217184,23
133904,23
32678,23
12291,23
43306,23
3385,23
138828,23
101075,23
189983,23
143992,23
9006,23
96506,23
99600,23
78301,23
150924,23
64737,23
202928,23
121391,23
190901,23
133120,23
53960,23
138825,23
18065,23
183043,23
93560,23
20240,23
12066,23
99973,23
175998,23
104332,23
121703,23
118559,23
157484,23
88066,23
83196,23
81800,23
17272,23
69876,23
87294,23
118565,23
118528,23
87299,23
170342,23
108637,23
118313,23
137975,23
82763,23
38981,23
134023,23
83148,23
11271,23
146423,23
53732,23
78385,23
42603,23
170151,23
70110,23
189840,23
121188,23
144477,23
222573,23
91948,23
269205,23
10201,23
67058,22
89067,22
53685,22
88141,22
38960,22
11535,22
135799,22
123759,22
260790,22
82119,22
88636,22
9220,22
17519,22
122605,22
18503,22
222566,22
174980,22
53962,22
8342,22
87772,22
18498,22
82067,22
122152,22
158662,22
8881,22
86410,22
88420,22
77731,22
5113,22
121435,22
74927,22
122006,22
10409,22
113072,22
122297,22
121923,22
42690,22
135717,22
104284,22
87685,22
173436,22
91953,22
74957,22
92988,22
104320,22
140572,22
17095,22
44562,22
78316,22
147168,22
61579,22
44945,22
108077,22
101590,22
138986,22
166222,22
249670,22
78324,22
69705,22
44605,22
93356,22
62029,22
44953,22
108634,22
121680,22
166093,22
44507,22
242285,22
15694,22
69509,22
93857,22
69506,22
9005,22
147856,22
78551,22
108114,22
125429,22
204377,22
159168,22
45347,22
78483,22
23130,22
45348,22
46157,22
116135,22
116137,22
86014,22
100161,22
100243,22
78452,22
122359,22
19374,22
118574,22
93733,22
10191,22
10192,22
250849,22
45363,22
61099,22
143401,22
45046,22
31427,22
219304,22
11994,22
92102,22
15252,22
71832,22
87524,22
119285,22
230822,22
91903,22
67224,22
5382,22
87617,22
124580,22
230871,22
133790,22
122188,22
86347,22
117681,22
52708,22
63205,22
102418,22
102429,22
8455,22
93257,22
157964,22
52729,22
114069,22
175151,22
157777,22
5674,22
219361,22
138722,22
181728,22
158428,22
222559,22
87637,22
3282,22
37199,22
109788,22
81650,22
8426,22
133592,22
71668,22
122355,21
80830,21
121154,21
144571,21
10402,21
93119,21
150674,21
130003,21
173510,21
67152,21
80831,21
82774,21
10545,21
145707,21
108992,21
145631,21
118928,21
144897,21
67076,21
173442,21
170985,21
253004,21
4689,21
249447,21
147145,21
82758,21
183034,21
96962,21
72939,21
144914,21
261500,21
158429,21
22952,21
66739,21
80552,21
19222,21
46101,21
241741,21
204394,21
148123,21
69475,21
108853,21
8378,21
157974,21
38980,21
121615,21
20590,21
230735,21
66206,21
82373,21
255556,21
35990,21
93509,21
118043,21
102479,21
82726,21
170331,21
121716,21
166213,21
147266,21
139518,21
101019,21
46105,21
71075,21
18866,21
113082,21
102331,21
157744,21
85986,21
254717,21
269562,21
78371,21
120016,21
118885,21
7651,21
119485,21
62079,21
202656,21
254745,21
11251,21
81634,21
64602,21
18276,21
61893,21
100560,21
60961,21
45404,21
217404,21
81164,21
64721,21
42787,21
182125,21
64720,21
143642,21
78394,21
86276,21
108694,21
62170,21
195185,21
187532,21
9000,21
110701,21
161152,21
44582,21
81753,21
95488,21
64558,21
100415,21
190921,21
99076,21
63189,21
110468,21
61774,21
81253,21
202941,21
45325,21
132721,21
81789,21
143863,21
108605,21
45333,21
59341,21
240495,21
143545,21
78635,21
89572,21
269325,21
181867,21
63379,21
62606,21
104486,21
86089,21
180872,21
222618,21
63331,21
63240,21
86494,21
63927,21
144127,21
131963,20
38312,20
144038,20
219145,20
9517,20
78333,20
78331,20
9378,20
38818,20
141447,20
181866,20
64209,20
190033,20
43582,20
93432,20
108873,20
147531,20
78069,20
122603,20
120058,20
191211,20
62048,20
264518,20
175307,20
45904,20
118478,20
9051,20
135890,20
9059,20
93250,20
98144,20
11321,20
3360,20
249319,20
222137,20
82382,20
253421,20
121616,20
133691,20
91895,20
219192,20
138834,20
45937,20
135994,20
16552,20
69403,20
9043,20
11626,20
38044,20
87667,20
69594,20
133112,20
238637,20
63833,20
190027,20
141203,20
144124,20
262098,20
85420,20
10129,20
268854,20
166023,20
6854,20
56587,20
170772,20
175082,20
121831,20
19511,20
69421,20
64411,20
233292,20
189953,20
139606,20
42816,20
11476,20
42849,20
87183,20
121801,20
189966,20
238522,20
61255,20
88028,20
65091,20
60136,20
141543,20
132674,20
121303,20
80851,20
93571,20
108443,20
81914,20
157687,20
159248,20
18793,20
179865,20
45846,20
132543,20
92272,20
45208,20
101206,20
81870,20
190908,20
113041,20
60988,20
64918,20
70381,20
118948,20
216581,20
134880,20
104316,20
189958,20
98457,20
122521,20
33764,20
21535,20
81413,20
158112,20
81165,20
115268,20
5108,20
217108,20
136669,20
93813,20
189969,20
104342,20
88674,20
65099,20
83077,20
187538,20
210573,20
225375,20
66782,20
118709,20
121430,20
145448,20
8982,20
75856,20
266992,20
87221,20
42306,20
108597,20
133681,19
108991,19
219328,19
132566,19
133669,19
37318,19
181373,19
5687,19
20576,19
119700,19
62615,19
45473,19
109199,19
145185,19
256250,19
109212,19
82462,19
37205,19
139417,19
108542,19
46236,19
45272,19
31841,19
256125,19
37105,19
143536,19
166252,19
44149,19
170203,19
147034,19
9038,19
132442,19
108620,19
147591,19
70995,19
258329,19
36609,19
158358,19
109140,19
90428,19
85454,19
36434,19
101944,19
133246,19
219298,19
87290,19
158088,19
90069,19
81431,19
98127,19
122542,19
175851,19
33810,19
143692,19
56582,19
93641,19
98891,19
166022,19
217123,19
141599,19
92237,19
118819,19
146337,19
169932,19
89695,19
82607,19
87181,19
100270,19
100993,19
250375,19
87196,19
136465,19
143677,19
133559,19
109151,19
69823,19
189992,19
64887,19
55116,19
133093,19
43634,19
92848,19
132732,19
3396,19
257121,19
122390,19
99387,19
104381,19
122101,19
52728,19
88436,19
38780,19
89315,19
103878,19
230701,19
86610,19
113065,19
148610,19
100413,19
6106,19
38053,19
93163,19
6096,19
93971,19
67077,19
131707,19
38046,19
64768,19
42959,19
43500,19
66304,19
109038,19
96787,19
108797,19
45697,19
67192,19
121453,19
81917,19
8398,19
128212,19
190026,19
53971,19
100737,19
121921,19
173509,19
230966,19
43289,19
67686,19
106325,19
139031,19
158495,19
78593,19
100505,19
122135,19
131104,19
43823,19
127220,19
230994,19
15957,19
157677,19
65220,19
222616,19
89493,19
82206,19
45768,19
109068,19
138826,19
74964,19
135916,19
112924,19
140915,19
74956,19
147246,18
11997,18
64740,18
8981,18
121719,18
190900,18
143678,18
64741,18
143723,18
8382,18
73703,18
147137,18
238530,18
8980,18
119962,18
243182,18
18901,18
93479,18
101041,18
269390,18
61443,18
64692,18
218766,18
143698,18
122403,18
36193,18
61323,18
135144,18
140571,18
72081,18
4594,18
46143,18
108549,18
65923,18
108362,18
189991,18
198064,18
118662,18
108434,18
75905,18
93681,18
269039,18
53969,18
145720,18
143526,18
59685,18
81280,18
119670,18
150673,18
7119,18
119123,18
109107,18
112725,18
101109,18
108952,18
7497,18
131562,18
100162,18
9529,18
108137,18
42936,18
93008,18
101266,18
113079,18
93576,18
90601,18
77202,18
255996,18
157485,18
147271,18
222584,18
169916,18
229554,18
234527,18
82820,18
96482,18
81861,18
176295,18
108567,18
34480,18
141601,18
60878,18
86099,18
91935,18
122142,18
12314,18
78217,18
148122,18
37509,18
136148,18
82557,18
96870,18
102052,18
5983,18
100984,18
114774,18
132278,18
78549,18
102748,18
144129,18
69457,18
92025,18
87619,18
82603,18
97133,18
219351,18
93912,18
122383,18
148707,18
148709,18
11253,18
93352,18
99689,18
36990,18
219244,18
37475,18
231003,18
108656,18
216555,18
230991,18
135983,18
165695,18
20875,18
212995,18
175207,18
189868,18
117473,18
157904,18
139032,18
6461,18
145187,18
136142,18
86919,18
5745,18
11581,18
140963,18
11580,18
96879,18
13704,18
136146,18
11579,18
3436,18
5615,18
96715,18
264894,18
181802,18
87298,18
261605,18
67021,18
93414,18
89352,18
64169,18
31046,18
240665,18
83211,18
86176,18
107607,18
92801,18
143237,18
69821,18
166241,18
135653,18
87289,18
108061,18
87717,18
43881,18
141499,18
87300,18
173513,18
86922,18
64049,18
93157,18
104428,18
101953,18
82156,18
93835,18
67100,18
36624,18
81425,17
86535,17
70941,17
101077,17
82894,17
189967,17
82488,17
139343,17
22592,17
82374,17
97216,17
5880,17
141571,17
82454,17
231018,17
86106,17
80852,17
140916,17
81822,17
77832,17
86572,17
260153,17
10141,17
86658,17
15750,17
100808,17
15925,17
141950,17
187732,17
86702,17
121874,17
190006,17
10152,17
80899,17
99383,17
78264,17
100889,17
122578,17
83093,17
122191,17
123452,17
122338,17
190000,17
9555,17
222602,17
137911,17
123500,17
80764,17
78623,17
141672,17
267476,17
140845,17
78530,17
9425,17
97210,17
140534,17
100598,17
74043,17
64327,17
95427,17
135907,17
45664,17
2097,17
45608,17
170803,17
64371,17
94287,17
38365,17
109076,17
3505,17
151756,17
269210,17
118810,17
233981,17
148517,17
7336,17
7619,17
30139,17
64739,17
45665,17
181801,17
242670,17
165690,17
94468,17
147978,17
102031,17
16980,17
10291,17
11610,17
121640,17
119081,17
63377,17
158681,17
119057,17
3384,17
46035,17
8963,17
117585,17
151888,17
87499,17
181800,17
64752,17
67116,17
121037,17
150664,17
65093,17
134100,17
175770,17
44410,17
44140,17
219250,17
219221,17
111109,17
197843,17
45059,17
108498,17
88095,17
11408,17
42934,17
150561,17
193238,17
175032,17
1289,17
42001,17
175852,17
87763,17
10431,17
148796,17
159203,17
94180,17
89203,17
39218,17
39650,17
117917,17
93023,17
118042,17
10410,17
66848,17
65004,17
44641,17
219287,17
10429,17
150829,17
92936,17
37231,17
217363,17
9052,17
101292,17
145799,17
269316,17
121764,17
203268,17
60507,17
7213,17
117292,17
53968,17
157483,17
238525,17
192490,17
115209,17
157426,17
147291,17
10236,17
238517,17
146529,17
238583,17
56588,17
108199,17
180871,17
31557,17
56586,17
147234,17
108680,17
121731,17
93739,17
153224,17
119944,17
269607,17
136258,17
108662,17
62217,17
108365,17
62273,17
147725,17
106558,17
170564,17
101967,17
69679,17
69683,17
69522,17
116088,17
170571,17
37230,17
106529,17
44756,16
85931,16
104305,16
97815,16
21526,16
94035,16
254686,16
56518,16
189917,16
259520,16
44874,16
74769,16
43315,16
119671,16
159384,16
159353,16
219300,16
9026,16
222545,16
179805,16
96409,16
219247,16
88891,16
91527,16
65394,16
100715,16
86578,16
219163,16
108573,16
138697,16
180024,16
119822,16
78464,16
180069,16
108548,16
10929,16
78490,16
150560,16
11270,16
151370,16
159342,16
83055,16
10618,16
3236,16
256548,16
92194,16
108798,16
118933,16
52712,16
63995,16
43297,16
157875,16
109022,16
80965,16
8976,16
119272,16
181597,16
241769,16
46166,16
80583,16
100155,16
13756,16
92060,16
158209,16
119192,16
242467,16
142157,16
64243,16
107475,16
61554,16
61994,16
61555,16
90347,16
61694,16
176298,16
89303,16
151367,16
62317,16
118634,16
159075,16
64680,16
182071,16
45275,16
45324,16
77848,16
81245,16
109096,16
141671,16
133477,16
64481,16
78615,16
261275,16
108755,16
53978,16
144222,16
108021,16
219349,16
175075,16
117229,16
114795,16
121687,16
72280,16
117776,16
131102,16
38830,16
86756,16
72316,16
114845,16
7337,16
87614,16
230850,16
117820,16
38969,16
144932,16
148173,16
130261,16
69819,16
102821,16
190015,16
148814,16
93800,16
230794,16
140023,16
84102,16
190011,16
10348,16
83873,16
19521,16
83816,16
205945,16
148131,16
117518,16
170678,16
222202,16
71214,16
7068,16
114578,16
83242,16
145287,16
23589,16
68825,16
145152,16
82525,16
114421,16
