,author_name,author_id
378,Richard A. Lupoff,378
379,Carrie Bebris,379
380,Ellen Carol Dubois,380
381,Candice F. Ransom,381
382,Sam Bobrick,382
383,Donna K Grosvenor,383
384,NATHANIEL HAWTHORNE,384
385,Valerie Block,385
386,Luanne Rice,386
387,Ellen Gilchrist,387
388,JOHN IRVING,388
389,TIM GAUTREAUX,389
390,Richard Russo,390
391,Jostein Gaarder,391
392,ANNA QUINDLEN,392
393,Diane Johnson,393
394,DEAN KOONTZ,394
395,Wally Lamb,395
396,Adeline Yen Mah,396
397,Barbara Ehrenreich,397
398,DOROTHY DUNNETT,398
399,JOHN LE CARRE,399
400,A. C. Gordon,400
401,Emily Dickinson,401
402,Hazel Harrison,402
403,Joseph Girzone,403
404,JOSEPH GIRZONE,404
405,Lorraine Anderson,405
406,AD HUDLER,406
407,Josephine Carlton,407
408,Ted L. Nancy,408
409,Francis Wheen,409
410,Joyce Reardon,410
411,Sidney Sheldon,411
412,Christopher Moore,412
413,Robert Lacey,413
414,Tim Dorsey,414
415,JODI COMPTON,415
416,Elmore Leonard,416
417,Lynn Coady,417
418,John Lawton,418
419,Eileen Yin-Fei Lo,419
420,Tilden H. Edwards,420
421,Vikram Seth,421
422,Elizabeth Gaskell,422
423,Anita Diamant,423
424,Lauren Haney,424
425,Gerald Stern,425
426,Patricia Daniels Cornwell,426
427,Martha Grimes,427
428,Henry James,428
429,Sarah Orne Jewett,429
430,William Carlos Williams,430
431,Anthony Trollope,431
432,Harry Kemelman,432
433,Mil Millington,433
434,Suzanne G. Farnham,434
435,Czeslaw Milosz,435
436,Margaret Guenther,436
437,Roberto Juarroz,437
438,Akiba Rubinstein,438
439,Emma McLaughlin,439
440,P Coelho,440
441,Elena Ferrante,441
442,Paul Jennings,442
443,"Mark E., Jr. Neely",443
444,Stephen J. Weininger,444
445,Larry Katzenstein,445
446,David Steinman,446
447,Alfie Kohn,447
448,Paula Polk Lillard,448
449,David Lewis,449
450,Billie Livingston,450
451,Adele Lang,451
452,Jen Banbury,452
453,Catherine Coulter,453
454,Dominick Dunne,454
455,Clive Cussler,455
456,John Pascal,456
457,Carl Hiaasen,457
458,Jonathan Safran Foer,458
459,Francesca Marciano,459
460,JULIA GLASS,460
461,Tawni O'Dell,461
462,Jennifer Weiner,462
463,Danielle Steel,463
464,Leon Hale,464
465,Russell Banks,465
466,Samuel Taylor Coleridge,466
467,Bradley Warshauer,467
468,Bobbie Ann Mason,468
469,Karen Robards,469
470,Emma Lathen,470
471,Faye Kellerman,471
472,Jacquelyn Mitchard,472
473,JANE SMILEY,473
474,DIANE MOTT DAVIDSON,474
475,Candace Bushnell,475
476,KRISTIN HANNAH,476
477,Michael Marshall,477
478,Allen Widome,478
479,Wilbur Smith,479
480,Mike Thaler,480
481,Michael Slade,481
482,John Sandford,482
483,TAMI HOAG,483
484,Ted Dekker,484
485,Angela Elwell Hunt,485
486,C. S. Lewis,486
487,William Eisner,487
488,Robin Cook,488
489,E. LYNN HARRIS,489
490,Linda Goodman,490
491,ANNE RICE,491
492,Anne Rice,492
493,Judith Rossner,493
494,Marilyn French,494
495,Wayne W. Dyer,495
496,Armistead Maupin,496
497,Julie Morgenstern,497
498,Peter Straub,498
499,Jack,499
500,Barbara Taylor Bradford,500
501,Lisa Jackson,501
502,SHARYN MCCRUMB,502
503,Cokie Roberts,503
504,Shana Corey,504
505,Jesse S. Ostrow,505
506,Justine Korman,506
507,PATRICIA REILLY GIFF,507
508,Beverly Cleary,508
509,K. A. Applegate,509
510,Jane Yolen,510
511,Dinah L. Moche,511
512,Marvin Miller,512
513,Craig Boldman,513
514,H. G. Wells,514
515,Bobbie Kalman,515
516,Mercedes Lackey,516
517,Dorothy Gilman,517
518,Moveon,518
519,Christopher Finch,519
520,CHARLES FRAZIER,520
521,Julia Spencer-Fleming,521
522,Fannie Flagg,522
523,Laura Ingall Wilder,523
524,LISA GARDNER,524
525,Gertrude Chandler Warner,525
526,Lynn S. Hightower,526
527,Sharyn McCrumb,527
528,Eric Schlosser,528
529,Suzanne Brockmann,529
530,Gail Carson Levine,530
531,FRANCES KUFFEL,531
532,Susan Conant,532
533,DAVID SCHICKLER,533
534,Judith McNaught,534
535,Janet Evanovich,535
536,Sylvia Plath,536
537,Ilona Koidahl,537
538,Fern Michaels,538
539,Betsy Byars,539
540,Bruce Sterling,540
541,Sarah Ban Breathnach,541
542,Alice Hoffman,542
543,Lisa Scottoline,543
544,Spencer Johnson,544
545,Ian McEwan,545
546,David Feldman,546
547,Richard Bausch,547
548,Katie Fforde,548
549,James Burke,549
550,Bliss Broyard,550
551,Sara Paretsky,551
552,Charles Webb,552
553,Elizabeth Benedict,553
554,Stanley Morison,554
555,Henry Miller,555
556,David Whyte,556
557,Warren  Bennis,557
558,Martha Beck,558
559,Desmond Mpilo Tutu,559
560,Kris Shepard,560
561,Jack Kerouac,561
562,Martin Buber,562
563,NiccolÃ² Machiavelli,563
564,Gianfranco Bettin,564
565,Paul Monette,565
566,Ernest Hemingway,566
567,Melody Carlson,567
568,Alisa Kwitney,568
569,Billie Letts,569
570,Melissa Bank,570
571,Rena Kornreich Gelissen,571
572,Moon Unit Zappa,572
573,Ted Mooney,573
574,Susan Wiggs,574
575,Gwyn Hyman Rubio,575
576,Elisabeth Robinson,576
577,Audrey Niffenegger,577
578,Tim Farrington,578
579,Chaim Potok,579
580,Scott Spencer,580
581,V. S. Naipaul,581
582,V.S. Naipaul,582
583,Jean Giono,583
584,Alain-Fournier,584
585,Erich Maria Remarque,585
586,Lewis,586
587,Rene Barjavel,587
588,Alexandra David-NÃ?Â©el,588
589,C. Baudelaire,589
590,Raymond Radiguet,590
591,Emile Zola,591
592,Pergaud,592
593,Collectif,593
594,Sten Nadolny,594
595,Cheryl Benard,595
596,Christa Wichterich,596
597,John. Blofeld,597
598,Christine Obbo,598
599,Peter B Heim,599
600,Hera Lind,600
601,Jane Hamilton,601
602,Jack Higgins,602
603,Max Allan Collins,603
604,David Guterson,604
605,Bernhard Schlink,605
606,Eric Jerome Dickey,606
607,Patricia Gaffney,607
608,Richard Paul Evans,608
609,Marc Levy,609
610,Laney Katz Becker,610
611,VLADIMIR NABOKOV,611
612,Jennifer Lauck,612
613,Joe Keenan,613
614,Jeanne Ray,614
615,Tony Parsons,615
616,Jane McCafferty,616
617,Laura Esquivel,617
618,J.R.R. TOLKIEN,618
619,Venise T. Berry,619
620,Jan Karon,620
621,Cormac McCarthy,621
622,Travis Thrasher,622
623,John McEnroe,623
624,Sally Mandel,624
625,Linda Lay Shuler,625
626,Janet Dailey,626
627,Claude Lanzmann,627
628,Lemony Snicket,628
629,Matthew Thomas,629
630,Boris Vian,630
631,Luis SepÃ?Âºlveda,631
632,Hubert Selby,632
633,Jacob Weisberg,633
634,David Lodge,634
635,Judy Hamilton,635
636,Philip Ardagh,636
637,Iain Banks,637
638,David Crombie,638
639,John Steinbeck,639
640,Michael O'Mara,640
641,Richard Brassey,641
642,Jean Van Hamme,642
643,R. W. Holder,643
644,Valerie Ferguson,644
645,Bernard Werber,645
646,Andy Sloss,646
647,ALLAN ZOLA KRONZEK,647
648,Charles L. Squire,648
649,Gordon Jarvie,649
650,Alan Spence,650
651,Helene Siegel,651
652,E.H. Shepard,652
653,Alan Alexander Milne,653
654,Eric Thompson,654
655,Elizabeth Strout,655
656,David Sedaris,656
657,Leslie Feinberg,657
658,Chris Anne Wolfe,658
659,Lauren Sanders,659
660,Gael Baudino,660
661,Lauren Maddison,661
662,Carol Anshaw,662
663,Jean Stewart,663
664,Emma Donoghue,664
665,Deborah McDowell,665
666,Karen X. Tulchinsky,666
667,Jill Thompson,667
668,Jody Seay,668
669,Manda Scott,669
670,Jeff Foxworthy,670
671,Terry Brooks,671
672,A.C. Crispin,672
673,A. C. Crispin,673
674,Madelyn Arnold,674
675,Tamora Pierce,675
676,Carolyn Chute,676
677,Sara Orwig,677
678,Melisa Michaels,678
679,Isobel Bird,679
680,Frederik Pohl,680
681,VONDA MCINTYRE,681
682,John Varley,682
683,Nancy Garden,683
684,Nicola Griffith,684
685,Julie Campbell,685
686,LEE SMITH,686
687,JACQUELINE WOODSON,687
688,Jacqueline Woodson,688
689,Pat Head Summitt,689
690,Richard Belzer,690
691,Nick Hornby,691
692,Andrew L. Johnson,692
693,Marian Babson,693
694,W. Michael Gear,694
695,Paul Phifer,695
696,Peter Hoeg,696
697,Erma Bombeck,697
698,Roberto Vecchioni,698
699,John Mortimer,699
700,E. L. Doctorow,700
701,Simon Schama,701
702,Frank Waters,702
703,Karen Hesse,703
704,Kenneth Oppel,704
705,Carol Ryrie Brink,705
706,Shelly R. Roberts,706
707,Diane Duane,707
708,Carolee Brockmann,708
709,Rachel Roberts,709
710,Lensey Namioka,710
711,Jackie Eileen Behrend,711
712,Andrew Clements,712
713,LOIS LOWRY,713
714,Paul Hattaway,714
715,Alain Stella,715
716,Milena Moser,716
717,Patricia Highsmith,717
718,Stephen Donaldson,718
719,STEPHEN R. DONALDSON,719
720,Ellen Rimbauer,720
721,Todd Herzog,721
722,John Borneman,722
723,ROBERT S. MCELVAINE,723
724,Bram Stoker,724
725,Michael A. Stackpole,725
726,Langston Hughes,726
727,Carol Matthews,727
728,Carole Matthews,728
729,Jacqueline L. Tobin,729
730,Marion Zimmer Bradley,730
731,Andrei Codrescu,731
732,Carolyne Aarsen,732
733,Louis L'Amour,733
734,Jack Chapman,734
735,Anthony J Alessandra,735
736,Charles R. Swindoll,736
737,Orson Scott Card,737
738,V. A Howard,738
739,Walter P. Wilson,739
740,Bruce Fries,740
741,"Rush H., III Limbaugh",741
742,Anne Dingus,742
743,Kate Chopin,743
744,Kirk Kazanjian,744
745,Donald Merriam Allen,745
746,William Maples,746
747,Carl Hausman,747
748,Richard Peck,748
749,Michael Connelly,749
750,John T. Lescroart,750
751,John Jakes,751
752,Alice McDermott,752
753,Hilary Bailey,753
754,Howard Fast,754
755,Jessica Fletcher,755
756,RICHARD NORTH PATTERSON,756
757,Eileen Goudge,757
758,DANIELLE STEEL,758
759,Arnette Lamb,759
760,WALTER CRONKITE,760
761,Tom Mula,761
762,Lois Faye Dyer,762
763,Sharon Lamb,763
764,Sir Arthur Conan Doyle,764
765,AGATHA CHRISTIE,765
766,Mark Cohen,766
767,Sherry Shahan,767
768,Helen Myers,768
769,Della Rowland,769
770,Irving. Adler,770
771,Elizabeth Peters,771
772,Shirlee Busbee,772
773,EMILY BRONTE,773
774,Frank E. Peretti,774
775,John A. Keel,775
776,Stefanie Scott,776
777,Rebecca Winters,777
778,Meg Cabot,778
779,Tanith Lee,779
780,Cathy Gillen Thacker,780
781,Richard Burton,781
782,Jeffrey Eugenides,782
783,Beverly Hastings,783
784,Cyrano de Bergerac,784
785,James C. Robertson,785
786,Teresa Southwick,786
787,Judith Guest,787
788,Sandra Field,788
789,Helen Brooks,789
790,Blanche Fisher Wright,790
791,George Gately,791
792,James Lee Burke,792
793,Michael Chabon,793
794,Barbara Michaels,794
795,Norton Juster,795
796,Michael Blake,796
797,John Bellairs,797
798,CARL HIAASEN,798
799,Carole Nelson Douglas,799
800,WILLIAM GOLDMAN,800
801,Marc Reisner,801
802,Mark Bowden,802
803,Jonathan Pearce,803
804,Emily Bronte,804
805,Alain de Botton,805
806,Chuck Palahniuk,806
807,Annie Proulx,807
808,Adam Davies,808
809,Harry M. Walker,809
810,Nicholas Evans,810
811,L.M. MONTGOMERY,811
812,Vinke,812
813,DAVID MITCHELL,813
814,Charles Bukowski,814
815,Haruki Murakami,815
816,Frances Hodgson  Burnett,816
817,Patricia C. Wrede,817
818,Jack London,818
819,Bruce Wilkinson,819
820,Malcolm Goodway,820
821,Ann-Marie MacDonald,821
822,Iris Johansen,822
823,FERN MICHAELS,823
824,Linda Howard,824
825,Sue Miller,825
826,Sheri S. Tepper,826
827,DR SEUSS,827
828,Tobias Wolff,828
829,Isaac Bashevis Singer,829
830,Gary Zukav,830
831,Alfred H. Kelly,831
832,Plato,832
833,B Kliban,833
834,JUDY BLUNT,834
835,William Trevor,835
836,Alice Walker,836
837,Stephen Gazi,837
838,Wallace Stegner,838
839,Don DeLillo,839
840,Ralph Ellison,840
841,Shel Silverstein,841
842,Jhumpa Lahiri,842
843,Liz Trigg,843
844,Charles Sullivan,844
845,TOM ROBBINS,845
846,Ursula Hegi,846
847,Samuel Richardson,847
848,Valerie Martin,848
849,Gill Farrer-Halls,849
850,John Mordock,850
851,Susan Bowes,851
852,DIANA GABALDON,852
853,Zadie Smith,853
854,NATALIE GOLDBERG,854
855,Sue Grafton,855
856,William J. Kennedy,856
857,Bob Shacochis,857
858,Randy Alcorn,858
859,Nancy Cobb,859
860,Margriet de Moor,860
861,Dale Carnegie,861
862,Clifford Stoll,862
863,SANDRA CISNEROS,863
864,Gary Paulsen,864
865,Marguerite Henry,865
866,Sherry Garland,866
867,Kimberly Kirberger,867
868,Ariella Papa,868
869,Michael J. Rosen,869
870,Dawn Chipman,870
871,Shannon Olson,871
872,Phyllis Reynolds Naylor,872
873,Karen Stolz,873
874,CLARE NAYLOR,874
875,Stephen Chbosky,875
876,Antonio Albanese,876
877,Margaret Weis,877
878,Ivan Doig,878
879,Sylvia Nasar,879
880,Ha Jin,880
881,Elizabeth Laird,881
882,Harlan Ellison,882
883,David M. Gitlitz,883
884,Wolfgang Hohlbein,884
885,Christoph Hein,885
886,Gaby Hauptmann,886
887,Carolyn See,887
888,Christa Wolf,888
889,Thomas Brussig,889
890,Piers Vitebsky,890
891,Christopher Weidner,891
892,H. P. Lovecraft,892
893,Pamela Grim,893
894,Arthur C. Clarke,894
895,Jay Bennett,895
896,John Applegate,896
897,J. Michael Straczynski,897
898,John Myers Myers,898
899,Reay Tannahill,899
900,Jack Whyte,900
901,Stephen R. Donaldson,901
902,Stephen R Donaldson,902
903,Peter Matthiessen,903
904,Paul Kent,904
905,Robin McKinley,905
906,Hank Whittemore,906
907,Ellyn Satter,907
908,Bill Brittain,908
909,August Wilson,909
910,Marilynn Robinson,910
911,Sigrid Nunez,911
912,Amanda Scott,912
913,John Fowles,913
914,Christopher Catling,914
915,A'Lelia Bundles,915
916,Dorothy L. Sayers,916
917,Jude Deveraux,917
918,Anne Morrow Lindbergh,918
919,LAURIE R. KING,919
920,Jeanne Duprau,920
921,Louise Erdrich,921
922,Melinda Haynes,922
923,Belle Yang,923
924,Carol Shields,924
925,Vladimir Vladimirovich Nabokov,925
926,Tim Powers,926
927,Jean Lorrah,927
928,Oscar Wilde,928
929,John Beer,929
930,Paulo Coelho,930
931,Barbara Erskine,931
932,Annegrit Arens,932
933,Hans Joachim Alpers,933
934,Hermann Hesse,934
935,Claudia von Zglinicki,935
936,Linda Lael Miller,936
937,Jane Feather,937
938,LOUIS L'AMOUR,938
939,William Forstchen,939
940,Spider Robinson,940
941,Dennis L. McKiernan,941
942,Mallory Rush,942
943,Lionel Fenn,943
944,Carole Halston,944
945,Christine Rimmer,945
946,BJ James,946
947,Truman Capote,947
948,Darrell Scott,948
949,Johann Wolfgang Von Goethe,949
950,Thomas Elsaesser,950
951,Adrian Plass,951
952,Frank Mccourt,952
953,Stephen Quirke,953
954,James Herbert,954
955,William Sutcliffe,955
956,Janosch,956
957,Jean de Brunhoff,957
958,Philippe Fix,958
959,Claudia Keller,959
960,F. Paul Wilson,960
961,Arnold A. Lazarus,961
962,Clarissa Pinkola Estes,962
963,Virginia Allen Jensen,963
964,CHUCK PALAHNIUK,964
965,John Paul Allen,965
966,Tournier,966
967,G. B. Trudeau,967
968,Gary Larson,968
969,Garrison Keillor,969
970,Berke Breathed,970
971,Barbara Ann Kipfer,971
972,STEPHEN FRIED,972
973,George Stephanopoulos,973
974,Rita Mae Brown,974
975,Cornelia Funke,975
976,Stan Lee,976
977,Camille Paglia,977
978,James Kahn,978
979,James McBride,979
980,Louis Sachar,980
981,Eric Van Lustbader,981
982,Robert Asprin,982
983,ANNE FRANK,983
984,Georg Feverstein,984
985,Nomi Eve,985
986,Bruce Catton,986
987,William Gibson,987
988,Clement Eaton,988
989,Sophie Kinsella,989
990,Judy Collins,990
991,Oliver W. Sacks,991
992,Annette Broadrick,992
993,Rachel Cohn,993
994,Carolyn Keene,994
995,Rachel Naomi Remen M.D.,995
996,Jayne Ann Krentz,996
997,Joan Smith,997
998,Kaye Gibbons,998
999,Bryn Chandler,999
1000,Tod Brewster,1000
1001,Eliza Osborne,1001
1002,Howard Norman,1002
1003,John Griesemer,1003
1004,Marly A. Swick,1004
1005,John L'Heureux,1005
1006,Molly Ivins,1006
1007,Forrest Carter,1007
1008,Umberto Eco,1008
1009,Greg Bear,1009
1010,Kathy Reichs,1010
1011,Jeffery Deaver,1011
1012,Martin Cruz Smith,1012
1013,V.C. Andrews,1013
1014,Stephen Hill,1014
1015,Ernst W. Heine,1015
1016,Donna Fletcher,1016
1017,Jeanne Larsen,1017
1018,Bari Wood,1018
1019,James Gould Cozzens,1019
1020,Reidar Jonsson,1020
1021,June Vendall Clark,1021
1022,Robert Reilly,1022
1023,Kem Nunn,1023
1024,Larry King,1024
1025,Ernest J. Gaines,1025
1026,Anne Lamott,1026
1027,Bret Lott,1027
1028,Zora Neale Hurston,1028
1029,Jude Fisher,1029
1030,Salman Rushdie,1030
1031,G. P. Taylor,1031
1032,Bill Bryson,1032
1033,ANNE MCCAFFREY,1033
1034,Philip Pullman,1034
1035,Judy Astley,1035
1036,Roger E. Allen,1036
1037,Margaret Tempest,1037
1038,James Barclay,1038
1039,Kahlil Gibran,1039
1040,Libby Purves,1040
1041,JANE KIRKPATRICK,1041
1042,TESS GERRITSEN,1042
1043,Olive Ann Burns,1043
1044,Michael Ende,1044
1045,Corrie Ten Boom,1045
1046,Bodie Thoene,1046
1047,Marlo Schalesky,1047
1048,MARK SALZMAN,1048
1049,Alexander McCall Smith,1049
1050,Michael Paterniti,1050
1051,Dorothy Reynolds Miller,1051
